precio,ubicacion,titulo,caracteristicas,area,dormitorios,banos,fecha_publicacion,url,website,search_term,scrape_timestamp,Ciudad,Tipo,Inmueble,Pagina,Fecha_Publicacion
"S/ 1,464,640 · USD 398,000 S/ 400 Mantenimiento","Monte Umbroso 500, Chacarilla DEL Estanque Santiago de Surco, Lima","Santiago de Surco, Lima",15,186 m² tot.,,,Publicado hace 5 días,"¡ duplex de estreno de 186 M2 con amplia terraza + 2 estacionamientos! Duplex de estreno, cuenta con excelentes acabados y moderno diseño arquitectónico, con espacios muy iluminados y viene con cocina equipada. Cuenta con una amplia terraza ideal para las familias que gusten disfrutar preparando parrillas a la luz del sol. Ubicación insuperable, a pocas cuadras del cc Caminos del Inca, Colegio Santa Maria, Toulouse Lautrec, Clinica Sanna, Wong, Plaza Vea, La Bistecca, Chilis, bancos. Ubicación: Monte Umbroso, Chacarilla del Estanque, SurcoDuplex en piso 7 y 8 con ascensorÁrea Total: 186 m2primera planta: - Sala-comedor con mampara con acceso a balcón y vista interna- 2 Amplios Dormitorios con closet y baño completo c/u- Cocina americana con muebles altos y bajos con barra comedor de diario (equipada con horno, plancha encimera y campana) - 2 Baños completos + ½ baño de visitassegunda planta: - 1 Dormitorio con closet- 1 Baño completo- 1 Amplia Terraza con jardín - Área de lavandería cerradaprecio de venta: $ 398, 000El precio incluye 2 Estacionamientos lineales en sótano 3 Edificio con red y conexión a gas naturalMantenimiento: S/ 400Departamento libre de cargas y gravámenes, se puede financiar con cualquier bancoContáctanos y agendemos una visita! saito servicios inmobiliarios sacruc Ver datos",urbania,Lima_venta_departamento_p1,2025-11-22 23:41:03.310741,Lima,venta,departamento,1,Publicado hace 5 días
"S/ 370,535 · USD 110,000 S/ 180 Mantenimiento","AV. CANADA San Luis, Lima","San Luis, Lima",16,85 m² tot.,,,Publicado hace 3 días,"Venta de departamento funcional con terraza, distrito de san luis. - Área Total: 85 m2. características generales: - Edificio de 09 pisos, con ascensor. - Departamento ubicado en el 1⁰ piso, con vista interna, más terraza. - Edificio con 04 años de antigüedad. - El departamento está acondicionado en las siguientes áreas: cocina, baño completo y todos los dormitorios. - ⁠. Incluye 01 depósito. Distribución del departamento: - 03 Dormitorios en total. - El dormitorio principal con clóset, más baño incorporado. - 02 baños completos en total. - 02 dormitorios secundarios. - Amplia Sala Comedor. - Área de cocina abierta e independiente con muebles altos y bajos. áreas comunes: Hall de ingreso y recepción con vigilancia 24/7. ubicación Y referencia: . A 01 cuadra del parque Quiñones. A la altura de la cuadra 35 de la Av. Canadá o cuadra 31 de la Av. Javier Prado (grifo primax). . A 02 minutos de todo el centro financiero y comercial de toda el área minorista de la urbanización del distrito de San Luis, colegios, iglesia y un mercado amplio con todos lo accesos. Solicitar las fotos y el video del departamento al WhatsApp. - Mantenimiento: S/. 180 soles aprox., que incluyen lo siguiente: el consumo de agua del departamento, vigilancia 24 horas, limpieza de áreas comunes, alumbrado, mantenimiento de ascensor, cámaras de seguridad, etc. * precio de venta: us$ 110 Mil Dólares - Incluye 01 depósito. Si quieres estudiar Y vivir este es el departamento ideal. Las fotos son referenciales, la pintura final es de color blanco. Contacto: hellen salazar cabrera 9. 3. 6. 9. 6. 1. 3. 7. 5",urbania,Lima_venta_departamento_p1,2025-11-22 23:41:03.310741,Lima,venta,departamento,1,Publicado hace 3 días
"S/ 1,189,900 · USD 329,000 S/ 600 Mantenimiento","Av. Alejandro Velasco Astete, Surco Chacarilla Del Estanque, Santiago de Surco","Chacarilla Del Estanque, Santiago de Surco",26,222 m² tot.,,,Publicado desde ayer,"Se vende duplex en chacarilla de surcoexcelente ubicación Av. Velasco Astete, a solo 1 cuadra de Av. PrimaveraArea de 222 m² (160 m² construidos) ubicado en el cuarto piso, con acceso por ascensor y cochera doble lineal. Solo 2 departamentos por piso y edificio de 4 pisosDistribución: * Primer nivel: - Sala-comedor con balcón. - Segundo salón (posibilidad de 1 dormitorio mas) - Baño de visitas. - Cocina con extractor, muebles altos y bajos de melamine y encimera de granito. - Dormitorio principal con walk-in closet y baño privado. - Dormitorio secundario con baño. - Escalera de acceso a la azotea. * Segundo nivel: - Hall de llegada. - Dormitorio con clóset y baño completo. - Habitación como oficina. - Área de lavandería con terma. - Cuarto y baño de servicio. - Terraza. * Adicionales: - Cochera doble lineal y depósito. - Escalera con barandas de acero inoxidable. - Baños con ovalines de cerámica y vidrio templado con grifería importada. - Cámaras de seguridad en interiores y exteriores. Precio Ocasión: $329, 000 dólares americanosNo dejes pasar esta oportunidad y agenda tu visita hoy!",urbania,Lima_venta_departamento_p1,2025-11-22 23:41:03.310741,Lima,venta,departamento,1,Publicado desde ayer
"S/ 625,000 · USD 179,500","Av. Tomas Marsano al 300 Surquillo, Lima","Surquillo, Lima",43,83 m² tot.,,,Publicado hace 5 días,"Ocasión: Departamento a un paso de San Isidro que ofrece lo que necesitas para vivir en armonía, en un entorno residencial con gran desarrollo y seguridad, diseñado bajo las tendencias mundiales más vanguardistas, excelentes acabados y espectaculares áreas comunes. El departamento consta de 3 dormitorios, el principal con baño incorporado y pequeña terraza, sala comedor con cocina abierta estilo americano y terraza, y lavandería. El inmueble cuenta con una cochera y un depósito. El edificio cuenta con áreas comunes como Lobby, Sala de Adultos, Sala de Niños, Zona de Juegos, Zona de Parrillas, Sala de Cine, Gimnasio, Área de Lavado, Estar con Fogón, Sala de Estudios y Terraza con Piscina. El edificio cuenta con una ubicación céntrica y estratégica en Av. Tomás Marsano esq. Guardia Civil en Surquillo, con fácil acceso a la zona financiera de la ciudad y a pocos minutos de distritos como San Isidro y San Borja. Además, cuenta con centros comerciales, supermercados, bancos, parques, colegios y hospitales alrededor.",urbania,Lima_venta_departamento_p1,2025-11-22 23:41:03.310741,Lima,venta,departamento,1,Publicado hace 5 días
"S/ 415,400 · USD 119,000 S/ 280 Mantenimiento","Velasco Astete 312, San Borja San Borja, Lima","San Borja, Lima",17,64 m² tot.,,,Publicado hace 4 días,"Departamento en venta – 64 M² – piso 1 - san borja, velasco asteteexcelente oportunidad de vivir en una de las zonas más tranquilas y accesibles de San Borja. características del inmueble• Área total: 64 m²• 1 dormitorio amplio• 1 área de estudio ideal para home office• 1 baño completo• Sala y comedor integrados• Cocina abierta, moderna y funcional• Lavandería independiente• Terraza• Depósito• Cochera para 1 auto (no apta para camioneta) beneficios de la ubicación• A solo 6 minutos caminando del Pentagonito. • Fácil conexión con avenidas principales: Angamos, Primavera y San Luis. • Zona residencial segura y tranquila. • Cercano a colegios, supermercados, restaurantes y servicios. • Próximo a centros comerciales como Real Plaza Primavera y La Rambla. Este departamento es ideal para personas que buscan comodidad, buena distribución y una excelente ubicación cerca de áreas verdes y con acceso rápido a todo lo que necesitan. Contáctanos para más información y coordina una visita. 9. 4. 7. 8. 9. 5. 2. 6. 8.",urbania,Lima_venta_departamento_p1,2025-11-22 23:41:03.310741,Lima,venta,departamento,1,Publicado hace 4 días
"S/ 451,500 · USD 129,000 S/ 255 Mantenimiento","Av. Javier Prado oeste 735 Magdalena, Lima","Magdalena, Lima",22,89 m² tot.,,,Publicado hace 3 días,"Oportunidad única! Se vende amplio departamento con excelente potencial de remodelación, ubicado estrategicámente en el límite de Magdalena del mar con San Isidro, en la cuandra 7 de Av. Javier Prado Oeste. Con un área de 89m2, este inmueble de 60 años de antiguedad es ideal para ser transformado en el hogar de tus sueños o en una inversión rentable. Caracteristicas principales: * Area 89m2. * Iluminada sala comedor. * 2 dormitorios con closet. * Cocina espaciosa con area de comedor de diario y lavanderia. * 2 baños. * Piso: 3er Piso con ascensor. * Vista interior (lo que garantiza traquilidad y silencio) * Tiene puerta principal y de servicio. * Tiene ascensor. * Vigilancia 24/7. * Petfriendly. * Mantenimiento mensual 255 soles incluye el agua. El departamento cuenta con una Ubicación Premium: a pasos de San Isidro, cerca a centros comerciales, notarias, bancos, restaurantes y parques con acceso rápido a las principales vías de la ciudad. La zona tiene alta demanda y constante revalorización. Citas fáciles! Agm",urbania,Lima_venta_departamento_p1,2025-11-22 23:41:03.310741,Lima,venta,departamento,1,Publicado hace 3 días
"S/ 622,200 · USD 183,000","Calle Union 1XX Monterrico, Santiago de Surco","Monterrico, Santiago de Surco",22,80 m² tot.,,,Publicado hace 2 días,"Departamento de estreno ideal para parejas jóvenes o profesionales independientesSi estás buscando tu primer hogar, este departamento de estreno es todo lo que necesitas: moderno, acogedor y estratégicamente ubicado. 2 dormitorios: el principal con baño y walk-in closet1 dormitorio secundario con baño compartidoSala comedor con vista externaCocina abiertaÁrea de lavandería1 cochera y 1 depósitoConexión a gas naturalAcabados modernos y funcionales. Áreas comunesUbicación estratégica: A solo minutos de avenidas principales como La Encalada y El PoloCerca de prestigiosos colegios como Weberbauer y SalcantayAcceso rápido a universidades de prestigio como upc, esan, Universidad de Piura y Universidad de Lima",urbania,Lima_venta_departamento_p1,2025-11-22 23:41:03.310741,Lima,venta,departamento,1,Publicado hace 2 días
"S/ 728,850 · USD 215,000 S/ 500 Mantenimiento","Victor Maurtua 166 Barrio Medico, Surquillo","Barrio Medico, Surquillo",31,104 m² tot.,,,Publicado hace 3 días,"Moderno flat en calle Victor Maurtua cdra. 1 en Urb. Barrio Medico límite con La Aurora. Calle sin ruido. Cerca parques, 10 minutos caminando a centro comercial La Aurora, Colegios St. George, Pestalozzi y Markham. Buena distribución: sala comedor, 3 dormitorios, 2. 5 baños (baño incorporado en cuarto principal), cocina, lavandería y baño de servicio. 2 Cocheras y 2 depósitos. 103. 47m2. 5to piso. 10 años de antigüedad. Ascensor directo. Edificio de 7 pisos, 12 departamentos, 3 departamentos por piso. Vigilancia las 24 hrs. Mantenimiento S/. 500. Se aceptan mascotas.",urbania,Lima_venta_departamento_p1,2025-11-22 23:41:03.310741,Lima,venta,departamento,1,Publicado hace 3 días
"S/ 1,530,950 · USD 457,000","Urb. LA Aurora Aurora, Miraflores","Aurora, Miraflores",37,220 m² tot.,,,Publicado hoy,"Hermoso y exclusivo edificio en la mejor zona de Miraflores de solo 9 departamentos triplex de estreno de 3 dormitorios. Estratégicamente cerca de numerosos parques, prestigiosos colegios, restaurantes, farmacias, centros comerciales y clínicas. caracteristicas: Sala comedor amplia con balcón, super iluminado. Cocina americana, con muebles altos y bajos, tablero de cocina Quarzo estelar negro. Ascensor de ultima generación marca Schindler. Medidor de agua, gas (2 puntos de gas natural) y luz independiente. Todos los dormitorios con baño incorporado, closet en los dormitorios. Todos los departamentos incluyen 01 cochera y si desean un cochera adicional esta en usd$15, 000 y se le obsequia 01 deposito. acabadospiso Bamboo de espesor 12mm. Grifería monocromado marca Franz Viegener. triplex 502Área Ocupada: 220. 43 m2Precio usd$ 457, 000. 00Sala - Comedor, Cocina con muebles altos y bajos, tablero en cuarzo negro, 03 Dormitorios, 03 Baños, Baño de visita, Sala de Estar, Terraza y LavanderíaIncluye 01 cochera. Ascensor(Schindler) Directo al departamento. Circuito integrado de cámaras de vigilancia en interiores y exteriores. Gas Natural (Cálida) te regalamos!! Todos los departamentos se entregan equipadas con Cocina encimera de vidrio templado, Campaña extractora decorativa y Horno a gas. Nos encontramos en Miraflores. Departamentos de estreno. No paga alcabala. Se puede acceder a crédito hipotecario con cualquier banco. Tipo de cambio es referencial. pj-Ver datos-mvcs",urbania,Lima_venta_departamento_p1,2025-11-22 23:41:03.310741,Lima,venta,departamento,1,Publicado hoy
"S/ 1,530,000 · USD 450,000 S/ 1,150 Mantenimiento","Calle Colon Miraflores, Lima","Miraflores, Lima",15,232 m² tot.,,,Publicado hace 3 días,"Luminoso y Amplio departamento en venta de 3 dormitorios a pasos de Malecón Cisneros, Miraflores. Este lindo departamento tiene ascensor directo a recibidor, amplia e iluminada sala y comedor con terraza y vista parcial al mar. Sala de estar. El amplio dormitorio principal tiene walk in closet y baño con inodoro separado en otro ambiente. Segundo y tercer dormitorio comparten un baño. Amplia cocina cerrada con comedor de diario. Baño de visitas. Lavandería, cuarto y baño de servicio. El edificio tiene sólo 5 pisos, 1 departamento por piso. Guardianía de día y vigilancia virtual de noche. 2 estacionamientos paralelos y 2 depósitos. Cerca a Larcomar, Malecón y al corazón de Miraflores. Estacionamientos Nro 07 Nro 08 en Primer Piso.",urbania,Lima_venta_departamento_p1,2025-11-22 23:41:03.310741,Lima,venta,departamento,1,Publicado hace 3 días
"S/ 857,000 · USD 255,821 S/ 350 Mantenimiento","Cerca a Club Tenis Las Terrazas y Larcomar Miraflores, Lima","Miraflores, Lima",16,94 m² tot.,,,Publicado hoy,"Moderno edificio con un estilo único de 17 pisos ubicado a 3 cuadras de Malecón de la Reserva, Larcomar y todo el centro turístico de Miraflores así como de universidad de Piura. Entrega: Diciembre 2026¡adquierlo hoy al mejor precio de miraflores! Área: 94. 85 m2Dormitorios: 3Piso: 6Vista: 28 de JulioCombinación de espacio y comodidad para tu hogar• Sala - Comedor con decorativo balcón. • Kitchenette - Lavandería• Baño de visita. • Dormitorio principal con closet y baño. • Dormitorios secundario con closet y balcónexclusivas áreas comunes, ideales para relajarte y disfrutar del aire libre. • Piscina con terraza• Zona de parrilla• Gimnasio• Zona de juegos• Jardín Interioragenda una visita, próximos A cerrar precios pre-venta certificado leed para un Ahorro asegurado del 30% en electricidad y agua**Adicional**Cochera: desde S/ 58, 000Separación: S/ 3, 000Proyecto Financiado por bcp",urbania,Lima_venta_departamento_p1,2025-11-22 23:41:03.310741,Lima,venta,departamento,1,Publicado hoy
"S/ 8,007,439 · USD 2,378,000","Av. Coronel Pedro Portillo 3D Piso 22 Golf, San Isidro","Golf, San Isidro",38,616 m² tot.,,,Publicado hace 4 días,"Lujoso duplex en el corazón de San Isidro frente al Golf, con una vista maravillosa al mar. Primer nivel: - 3 dormitorios- Cuarto principal con walking closet y balcón propio- Cuartos secundarios con baño incorporado - 3. 5 baños- Sala - Comedor- Sala de estar- Cocina cerrada - Lavanderia - Cuarto y baño de servicio - Amplio balcón - Ascensor directo- Ascensor de servicio Segundo nivel: - Sala de estar- Deck - Jardín- Baño de visita - Ascensor directo- Bar- Vista panoramica - Sala de estar Características: - 616 m2Áreas Comunes: * Lobby de diseño* Terraza con bar* Sala para jóvenes y adultos* Sala de usos múltiples* Piscina* Gimnasio* JacuzziCaracterísticas del Edificio: * Edificio de 22 pisos con solo 60 departamentos (alta exclusividad) * 7 niveles de sótanos* Estacionamientos para visitas* Estacionamientos para bicicletas* Subestación eléctrica* Grupo electrógeno* Fibra óptica* Estación de carga para autos eléctricos* Ascensor de serviciototalmente independientesale directo a VivandaPrecio: $2. 378. 000 Dólares. Incluye dos estacionamientos estacionamiento desde $Ver datosHay disponibilidad de cocheras y depósitos adicionales. Además, también tienen la opción de adquirir depósitos de forma independiente. &quot;Entrega Inmediata",urbania,Lima_venta_departamento_p1,2025-11-22 23:41:03.310741,Lima,venta,departamento,1,Publicado hace 4 días
"S/ 236,961 · USD 69,900","Alpes al 200 Jorge Chavez, Surquillo","Jorge Chavez, Surquillo",16,48 m² tot.,,,Publicado hace 4 días,"¡Tu nuevo hogar te espera en Surquillo! **Venta de departamento ubicado en una bella Urbanización**Descubre este encantador departamento, ideal para quienes buscan comodidad, estilo y una excelente ubicación. Situado a pasos del Mall de Angamos y Tottus, estarás cerca de todo lo que necesitas para una vida práctica y placentera. **Área: 48. 31 m²Perfectamente distribuido para aprovechar cada rincón. **Características principales: 1 acogedor dormitorio1 estudio, perfecto para home office o hobby room1 baño modernoCocina americana integradaSala comedor con excelente iluminación**Además, tendrás un parque muy cerca, ideal para paseos tranquilos, ejercicios al aire libre o simplemente relajarte al final del día. Este lindo departamento destaca por sus acabados de primera, su excelente distribución y una atmósfera cálida que te hará sentir en casa desde el primer momento. Un lugar especial para comenzar una nueva etapa, donde cada espacio ha sido pensado para brindarte bienestar y tranquilidad. ¡No dejes pasar esta oportunidad única! Ven a conocerlo y déjate enamorar. Consultar con el Agente Inmobiliario encargado para mayor información Ver datos.",urbania,Lima_venta_departamento_p1,2025-11-22 23:41:03.310741,Lima,venta,departamento,1,Publicado hace 4 días
"S/ 937,860 · USD 269,500 S/ 500 Mantenimiento","Sargento Williams Arias Robles 190 - Dpto 203 Aurora, Miraflores","Aurora, Miraflores",31,100 m² tot.,,,Publicado hace 4 días,"Venta de Departamento Flat – Estreno – 100 m² – La Aurora, MirafloresVenta de departamento flat de estreno, ubicado en calle Williams Arias Robles, en la exclusiva Urbanización La Aurora – Miraflores. Zona residencial y céntrica, a pasos del C. C. Aurora, supermercados Wong, colegios, farmacias y parques. Área total: 100 m²Edificio: 4 pisos con solo 9 departamentos en total. Distribución: Sala – comedor con balcón y vista externa, bien iluminado y ventilado. Baño de visita. Cocina cerrada con muebles altos y bajos, equipada con cocina, campana y horno instalados. Lavandería independiente y baño de servicio. Sala de estar. 2 dormitorios, cada uno con baño incorporado y walk-in closet. 1 cochera techada ubicada en sótano 2. Departamento de estreno con acabados modernos y funcionales. Contactos para visitas y más información: Minerva Mansilla: Ver datosSócrates Mansilla: Ver datosStefano Agurto: Ver datosNota: La información e imágenes son referenciales.",urbania,Lima_venta_departamento_p2,2025-11-22 23:42:18.425477,Lima,venta,departamento,2,Publicado hace 4 días
"S/ 1,663,200 · USD 495,000 S/ 1,000 Mantenimiento","Av. Gral. Córdova Miraflores, Lima","Miraflores, Lima",33,228 m² tot.,,,Publicado hace 6 días,"Contacto: gabriela frisancho: 9*8*6*4*3*5*7*6*3maria arevalo: 9*6*3*2*9*2*9*9*9penthouse dúplex – 228. 13m² ocupados150. 97m² área construida | 77. 16m² área libre de terrazaAv. General Córdova – Miraflores | Edificio moderno (2 años) | Vista externaPrimer nivel: 83. 48m² ocupados77. 78m² área construida | 5. 7 área libre de terraza- Ingreso con puerta inteligente- Baño de visitas- Cocina americana con acabados de lujo- Sala – comedor amplios- Patio ideal para disfrutar- 1 habitación con baño completoSegundo nivel: 144. 65m² ocupados73. 19m² área construida | 71. 46m² área libre de terraza- Family room- Dormitorio principal con baño privado- Dormitorio secundario con baño + tina- Terraza amplia con sol y sombra ( 71. 46 m² área libre) - Lavandería y cuarto de servicioAtributo clave del departamento: Cochera doble lineal incluidaAmenidades del edificio: - Gimnasio equipado- Zona de parrillas- 2 ascensores- Estacionamiento para bicicletasEntorno premium: - Cerca del Parque Eduardo Villena Rey y Parque Guillermo Correa Elías- Próximo al prestigioso San Silvestre School- Conectado por Av. Pardo y Av. Arequipa, dos arterias emblemáticas de MirafloresAgenda tu visita hoy mismo y haz de este penthouse tu nuevo estilo de vida. contacto: gabriela frisancho: 9*8*6*4*3*5*7*6*3maria arevalo: 9*6*3*2*9*2*9*9*9id: 1*1*5*6*1*6*3",urbania,Lima_venta_departamento_p2,2025-11-22 23:42:18.425477,Lima,venta,departamento,2,Publicado hace 6 días
"S/ 2,065,000 · USD 590,000","Avenida Jorge Basadre Grohmann San Isidro, Lima","San Isidro, Lima",28,282 m² tot.,,,Publicado hace 5 días,"Flat con terraza | Cerca a parque Dammert | PiscinaCaracterísticas del Inmueble• Dos ingresos: Principal y Servicio• Ingreso y recibidor con acabados de mármol carrara• Medio baño de visita con acabado de mármol y pared empapelada• Piso del departamento: Parquet de madera natural• Amplia sala con gran luminosidad y salida a la terraza• Amplia terraza con vidrio pavonado para la privacidad• Mueble de pared en salón principal con acabados de cedro + hidden bar• Salón de comedor semi-privado para 12 personas• Mueble en salón de comedor con espejo y cajonería para menaje• Dorm Principal (King) c/baño incorporado, doble lavabo, ducha, tina, dos walking closets y salida directa a la terraza• 2do Dorm (Queen) c/baño incorporado, ducha, amplio closet y vista a jardín• 3er Dorm (2 plazas) c/baño incorporado, ducha, walking closet y vista a jardín• Aire acondicionado en: Dormitorio principal y Sala Comedor• Ventanas de pvc anti-ruido de alta calidad• Amplio Family Room con closets a lo largo de pared• Cocina equipada c/electrodomésticos tope de gama General Electric• Cuarto y baño de servicio (camarote 1. 5Plz) • Lavandería ventilada• Intercomunicador en: Todas las habitaciones y Family room• 3 cocheras simples para camionetas• 2 depósitosÁreas Comunes: • Piscina temperada y techada• Gimnasio muy equipado• Salón de reuniones techado y al aire libre Características Principales y de la Zona: • Edificio exclusivo (solo 6 pisos) • Elegante recepción• Solo 13 departamentos• Pisos de madera impecables• Mesones de mármol y cuarzo• Reposteros con acabado en poliuretano• Grifería Kohler• Seguridad 24/7• Cámaras de seguridad en edificioA 5 minutos de: • El Centro Empresarial y Financiero• El Golf y el Olivar de San Isidro• Club Lima Golf, Country y Real• Hotel Country, Swissotel, Hyatt, Los Delfines• Restaurante Astrid &amp;amp; Gastón, Osaka, Osso, Cosme• Bar Carnaval, Lima 27, Amador, Bottega Dasso• Supermercado Vivanda, Plaza Vea y Wong• Centro Comercial Salaverry, Conquistadores• Cine uvk Basadre, Alcázar Óvalo Gutiérrez• Colegio Santa Úrsula, San Silvestre, María Reina, Inmaculado Corazón, Belén, León Pinelo",urbania,Lima_venta_departamento_p2,2025-11-22 23:42:18.425477,Lima,venta,departamento,2,Publicado hace 5 días
"S/ 598,000 · USD 178,507","Cerca a Larcomar y Club Las Terrazas Miraflores, Lima","Miraflores, Lima",17,65 m² tot.,,,Publicado hoy,"Moderno edificio con un estilo único de 17 pisos ubicado a 3 cuadras de Malecón de la Reserva, Larcomar y todo el centro turístico de Miraflores y cerca a Universidad de Piura. Entrega: Diciembre 2026Departamento 2 dormitorios – Piso 10Área: 65. 3 m2Precio: S/ 598, 000Disfruta el equilibrio perfecto entre diseño, ubicación y confort en un moderno edificio con: • Piscina con terraza• Zona de parrilla• Gimnasio• Zona de juegos• Jardín Interior&quot;Agenda tu visita hoy y asegura tu precio de pre-venta” Certificación leed, que te asegura ahorro de energía y agua hasta un 30%. adicionalescochera: desde S/ 58, 000 ( No Incluye) Separación: S/ 3, 000Departamento Financiado: bcpideal para inversión o planificación familiar",urbania,Lima_venta_departamento_p2,2025-11-22 23:42:18.425477,Lima,venta,departamento,2,Publicado hoy
"S/ 450,000 · USD 134,000 S/ 280 Mantenimiento","Jr. Alfonso Ugarte 618 Magdalena, Lima","Magdalena, Lima",11,79 m² tot.,,,Publicado hace 4 días,"Departamento en Venta - MagdalenaCaracterísticas: Ubicación: Octavo piso de un edificio multifamiliarVista: Exterior a la calle y al marEstado de Conservación: Muy buenoÁreas Comunes: Recepción, ascensor, escalera de escape, sala de reunionesCercanías: Av. Brasil, Colegio Salesiano, Plaza Vea Super de Magdalena del MarDistribución: Hall de IngresoComedor y Sala AmpliaCocina y LavanderíaDormitorio 1: Dos closets empotrados, baño completo propioBaño Completo Compartido y de VisitasDormitorio 2: ClosetDormitorio 3: ClosetPara más información y visitas, contactarse con: Antonella Muzio Ver datos",urbania,Lima_venta_departamento_p2,2025-11-22 23:42:18.425477,Lima,venta,departamento,2,Publicado hace 4 días
"S/ 415,350 · USD 117,000","Jiron Hernando de Magallanes San Miguel, Lima","San Miguel, Lima",16,73 m² tot.,,,Publicado hace 3 días,"Edificio de 7 pisos y solo 14 Exclusivos Departamentos Entrega inmediataDpto Flat 73m2 Piso 5-6-7Vista Externa 3 Dormitorios 2 BañosUbicado en Calle Hernando Magallanes, a una cuadra de parque Rosa Merino (Entre las avenidas Andrés Rázuri y Patriotas) Se puede trabajar con todos los bancos. Consta de sala comedor muy iluminado, cocina/lavandería semi cerrada con tablero sal y pimienta, muebles de melamine blanco altos y bajos, 3 dormitorios amplios, muy iluminados, 2 baños completos, uno de ellos en el dormitorio principal. Excelentes acabados de calidad, piso laminado en sala comedor y dormitorios, instalado 2 punto de gas natural para la cocina y therma. Ascensor directo al departamento, 2 departamento por piso. departamentos independizadosprecio: $ 117, 000Cochera: $ 11, 000 contáctame al 9*0*0*9*5*4*8*6*9*",urbania,Lima_venta_departamento_p2,2025-11-22 23:42:18.425477,Lima,venta,departamento,2,Publicado hace 3 días
"S/ 536,000 · USD 160,000 S/ 150 Mantenimiento","JR. Arica al 200 Magdalena, Lima","Magdalena, Lima",38,105 m² tot.,,,Publicado hoy,"Amplio departamento de 3 dormitorios en excelente zona de Magdalena del Mar – Jr. Arica Se alquila o se vende moderno y funcional departamento ubicado en el 3er piso de un edificio de solo 5 pisos, con un departamento por piso, brindando mayor privacidad y tranquilidad. Ubicación privilegiada en Magdalena del Mar, cerca de avenidas principales, supermercados, parques, colegios y acceso rápido a San Isidro y Miraflores. Características del departamento: Área bien distribuida con sala comedor amplia y acceso a balcón espacioso, ideal para ventilación e iluminación natural. Cocina cerrada equipada con cocina, horno y terma a gas natural. Sala de estar adicional, perfecta como zona de tv o home office. 03 dormitorios amplios con clósets empotrados, el principal con baño incorporado. 01 baño completo adicional que comparte con las otras habitaciones. Estacionamiento amplio de 15 m² en sótano 1, con fácil maniobrabilidad y espacio para suv. Precio de venta departamento: usd$ 160, 000Precio de venta estacionamiento: usd$ 15, 000Precio de alquiler: S/ 2, 900Mantenimiento: S/ 150 (no incluye servicios) Requisitos para alquiler: Sustentar ingresos mediante boletas de pago, recibos por honorarios o facturas. Dos meses de garantía y un mes de adelanto. No estar reportado en Infocorp. Contrato mínimo de 1 año. Ideal para familias o profesionales que buscan comodidad, ubicación estratégica y buena distribución. pj-Ver datos-mvcs",urbania,Lima_venta_departamento_p2,2025-11-22 23:42:18.425477,Lima,venta,departamento,2,Publicado hoy
"S/ 1,577,743","Calle Chiclayo 346, Miraflores Miraflores, Lima","Miraflores, Lima",16,227 m² tot.,,,Publicado hace 2 días,"Hermoso departamento de estreno con un estilo industrial sofisticado moderno con una mezcla de elementos minimalistas. Ubicado en un punto estratégico del distrito de Miraflores, cerca de avenidas principales, Ovalo Gutiérrez y al parque central de Miraflores. Área total: 227. 29 m2 | Piso 9 | Vista exteriorcaracterísticas: primer piso: - Comedor y sala amplios con salida hacia el balcón- Cocina estilo americano con tablero de cuarzo y tableros bajos y altos. - 1 baño de visita- 1 baño completo- Dormitorio principal amplio con closet y baño propio- Espacio para poner una zona de estudio- 2 dormitorios secundarios con closetsegundo piso: - Zona de family room amplio- Zona de comedor- Zona de parrilla y áreas verdes- Cuarto y baño de servicio- 1 baño completo- Área de lavandería- Cuarto adicional con hacia la terraza- Áreas verdes- Jacuzziáreas comunes: - Zona de parrillas- sum (Salón de home office) - Lobby (Doble altura) características de la zona: - 5 minutos del Ovalo Gutiérrez, Wong, Cineplanet, Friday, Chilis, Mcdonald &#39;s, Starbucks entre otros restaurantes. - 4 minutos del Teatro Canout y el parque Kennedy- A 3 cuadras de la Av. Arequipa, Av. José Pardo y Av. Angamos Este detalles: - Edificio de 9 pisos- Estacionamientos de bicicletas- Pisos spc / spc antihumedad- Carpintería metálica- Grifería mono comando- Sanitario one piece- Tipo X01dprecios: - Precio: S/. 1, 577, 743. 12- Estacionamientos, desde los S/. 56, 192- Depósito, desde los S/. 15, 073¡Construyendo tus sueños! Evita el estrés, nosotros vendemos tu propiedad Encuéntranos por las redes sociales como &#39;&#39;grupo rentabilizarme&#39;&#39;",urbania,Lima_venta_departamento_p2,2025-11-22 23:42:18.425477,Lima,venta,departamento,2,Publicado hace 2 días
